2015-06-18 15:23:18,908 DEBUG util.execute Line:79 (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`number`, `auth_user`.`auth_type`, `auth_user`.`library_id`, `auth_user`.`realname`, `auth_user`.`nickname`, `auth_user`.`telephone`, `auth_user`.`qq`, `auth_user`.`parent_qq`, `auth_user`.`home_address`, `auth_user`.`hobby`, `auth_user`.`email`, `auth_user`.`sex`, `auth_user`.`birthday`, `auth_user`.`school`, `auth_user`.`sign`, `auth_user`.`question`, `auth_user`.`answer`, `auth_user`.`avatar_id`, `auth_user`.`avatar_img`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`login_times`, `auth_user`.`reg_ip`, `auth_user`.`last_ip`, `auth_user`.`date_joined`, `auth_user`.`status`, `auth_user`.`description`, `auth_user`.`age` FROM `auth_user` WHERE `auth_user`.`id` = 721853 ; args=(721853,)
2015-06-18 15:23:18,915 DEBUG util.execute Line:79 (0.000) SELECT `zone_asset`.`id`, `zone_asset`.`user_id`, `zone_asset`.`library_id`, `zone_asset`.`res_title`, `zone_asset`.`res_type`, `zone_asset`.`opus_id`, `zone_asset`.`page_type`, `zone_asset`.`layout_type`, `zone_asset`.`res_style`, `zone_asset`.`type_id`, `zone_asset`.`class_id`, `zone_asset`.`create_type`, `zone_asset`.`read_type`, `zone_asset`.`origin_path`, `zone_asset`.`origin_del`, `zone_asset`.`video_width`, `zone_asset`.`video_height`, `zone_asset`.`duration`, `zone_asset`.`res_path`, `zone_asset`.`mask_path`, `zone_asset`.`size_id`, `zone_asset`.`width`, `zone_asset`.`height`, `zone_asset`.`row`, `zone_asset`.`column`, `zone_asset`.`template_id`, `zone_asset`.`img_large_path`, `zone_asset`.`img_medium_path`, `zone_asset`.`img_small_path`, `zone_asset`.`ref_times`, `zone_asset`.`like_times`, `zone_asset`.`page_count`, `zone_asset`.`is_recommend`, `zone_asset`.`update_time`, `zone_asset`.`create_time`, `zone_asset`.`codec_status`, `zone_asset`.`status` FROM `zone_asset` WHERE `zone_asset`.`id` = 0 ; args=(0,)
2015-06-18 15:23:19,228 DEBUG util.execute Line:79 (0.001) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nt1ptnulxibv0ix3mfux3ynhz3ndmzi8'  AND `django_session`.`expire_date` > '2015-06-18 15:23:19' ); args=('nt1ptnulxibv0ix3mfux3ynhz3ndmzi8', u'2015-06-18 15:23:19')
2015-06-18 15:23:19,231 DEBUG util.execute Line:79 (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`number`, `auth_user`.`auth_type`, `auth_user`.`library_id`, `auth_user`.`realname`, `auth_user`.`nickname`, `auth_user`.`telephone`, `auth_user`.`qq`, `auth_user`.`parent_qq`, `auth_user`.`home_address`, `auth_user`.`hobby`, `auth_user`.`email`, `auth_user`.`sex`, `auth_user`.`birthday`, `auth_user`.`school`, `auth_user`.`sign`, `auth_user`.`question`, `auth_user`.`answer`, `auth_user`.`avatar_id`, `auth_user`.`avatar_img`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`login_times`, `auth_user`.`reg_ip`, `auth_user`.`last_ip`, `auth_user`.`date_joined`, `auth_user`.`status`, `auth_user`.`description`, `auth_user`.`age` FROM `auth_user` WHERE `auth_user`.`id` = 721853 ; args=(721853,)
2015-06-18 15:23:19,238 DEBUG util.execute Line:79 (0.001) SELECT `zone_asset`.`id`, `zone_asset`.`user_id`, `zone_asset`.`library_id`, `zone_asset`.`res_title`, `zone_asset`.`res_type`, `zone_asset`.`opus_id`, `zone_asset`.`page_type`, `zone_asset`.`layout_type`, `zone_asset`.`res_style`, `zone_asset`.`type_id`, `zone_asset`.`class_id`, `zone_asset`.`create_type`, `zone_asset`.`read_type`, `zone_asset`.`origin_path`, `zone_asset`.`origin_del`, `zone_asset`.`video_width`, `zone_asset`.`video_height`, `zone_asset`.`duration`, `zone_asset`.`res_path`, `zone_asset`.`mask_path`, `zone_asset`.`size_id`, `zone_asset`.`width`, `zone_asset`.`height`, `zone_asset`.`row`, `zone_asset`.`column`, `zone_asset`.`template_id`, `zone_asset`.`img_large_path`, `zone_asset`.`img_medium_path`, `zone_asset`.`img_small_path`, `zone_asset`.`ref_times`, `zone_asset`.`like_times`, `zone_asset`.`page_count`, `zone_asset`.`is_recommend`, `zone_asset`.`update_time`, `zone_asset`.`create_time`, `zone_asset`.`codec_status`, `zone_asset`.`status` FROM `zone_asset` WHERE `zone_asset`.`id` = 2003 ; args=(2003,)
2015-06-18 15:23:19,240 DEBUG util.execute Line:79 (0.001) SELECT `library`.`id`, `library`.`user_id`, `library`.`domain`, `library`.`is_global`, `library`.`lib_name`, `library`.`province`, `library`.`city`, `library`.`region`, `library`.`level`, `library`.`brief`, `library`.`lib_address`, `library`.`host`, `library`.`logo_path`, `library`.`swf_path`, `library`.`auth_3qdou_list`, `library`.`create_time`, `library`.`expire_time`, `library`.`status`, `library`.`buy_code`, `library`.`annex` FROM `library` WHERE `library`.`id` = 3 ; args=(3,)
2015-06-18 15:23:19,242 DEBUG util.execute Line:79 (0.001) SELECT `library`.`id`, `library`.`user_id`, `library`.`domain`, `library`.`is_global`, `library`.`lib_name`, `library`.`province`, `library`.`city`, `library`.`region`, `library`.`level`, `library`.`brief`, `library`.`lib_address`, `library`.`host`, `library`.`logo_path`, `library`.`swf_path`, `library`.`auth_3qdou_list`, `library`.`create_time`, `library`.`expire_time`, `library`.`status`, `library`.`buy_code`, `library`.`annex` FROM `library` WHERE `library`.`id` = 3 ; args=(3,)
2015-06-18 15:23:19,388 DEBUG util.execute Line:79 (0.000) SELECT `django_session`.`session_key`, `django_session`.`session_data`, `django_session`.`expire_date` FROM `django_session` WHERE (`django_session`.`session_key` = 'nt1ptnulxibv0ix3mfux3ynhz3ndmzi8'  AND `django_session`.`expire_date` > '2015-06-18 15:23:19' ); args=('nt1ptnulxibv0ix3mfux3ynhz3ndmzi8', u'2015-06-18 15:23:19')
2015-06-18 15:23:19,391 DEBUG util.execute Line:79 (0.001) SELECT `auth_user`.`id`, `auth_user`.`password`, `auth_user`.`last_login`, `auth_user`.`is_superuser`, `auth_user`.`username`, `auth_user`.`number`, `auth_user`.`auth_type`, `auth_user`.`library_id`, `auth_user`.`realname`, `auth_user`.`nickname`, `auth_user`.`telephone`, `auth_user`.`qq`, `auth_user`.`parent_qq`, `auth_user`.`home_address`, `auth_user`.`hobby`, `auth_user`.`email`, `auth_user`.`sex`, `auth_user`.`birthday`, `auth_user`.`school`, `auth_user`.`sign`, `auth_user`.`question`, `auth_user`.`answer`, `auth_user`.`avatar_id`, `auth_user`.`avatar_img`, `auth_user`.`is_staff`, `auth_user`.`is_active`, `auth_user`.`login_times`, `auth_user`.`reg_ip`, `auth_user`.`last_ip`, `auth_user`.`date_joined`, `auth_user`.`status`, `auth_user`.`description`, `auth_user`.`age` FROM `auth_user` WHERE `auth_user`.`id` = 721853 ; args=(721853,)
2015-06-18 15:23:19,397 DEBUG util.execute Line:79 (0.001) SELECT `zone_asset`.`id`, `zone_asset`.`user_id`, `zone_asset`.`library_id`, `zone_asset`.`res_title`, `zone_asset`.`res_type`, `zone_asset`.`opus_id`, `zone_asset`.`page_type`, `zone_asset`.`layout_type`, `zone_asset`.`res_style`, `zone_asset`.`type_id`, `zone_asset`.`class_id`, `zone_asset`.`create_type`, `zone_asset`.`read_type`, `zone_asset`.`origin_path`, `zone_asset`.`origin_del`, `zone_asset`.`video_width`, `zone_asset`.`video_height`, `zone_asset`.`duration`, `zone_asset`.`res_path`, `zone_asset`.`mask_path`, `zone_asset`.`size_id`, `zone_asset`.`width`, `zone_asset`.`height`, `zone_asset`.`row`, `zone_asset`.`column`, `zone_asset`.`template_id`, `zone_asset`.`img_large_path`, `zone_asset`.`img_medium_path`, `zone_asset`.`img_small_path`, `zone_asset`.`ref_times`, `zone_asset`.`like_times`, `zone_asset`.`page_count`, `zone_asset`.`is_recommend`, `zone_asset`.`update_time`, `zone_asset`.`create_time`, `zone_asset`.`codec_status`, `zone_asset`.`status` FROM `zone_asset` WHERE `zone_asset`.`id` = 2003 ; args=(2003,)
2015-06-18 15:23:19,399 DEBUG util.execute Line:79 (0.001) SELECT `library`.`id`, `library`.`user_id`, `library`.`domain`, `library`.`is_global`, `library`.`lib_name`, `library`.`province`, `library`.`city`, `library`.`region`, `library`.`level`, `library`.`brief`, `library`.`lib_address`, `library`.`host`, `library`.`logo_path`, `library`.`swf_path`, `library`.`auth_3qdou_list`, `library`.`create_time`, `library`.`expire_time`, `library`.`status`, `library`.`buy_code`, `library`.`annex` FROM `library` WHERE `library`.`id` = 3 ; args=(3,)
